"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NHS4GRV9","journalArticle","2016","Qi, Xin; Zhang, Jieyuan; Yuan, Hong; Xu, Zhengliang; Li, Qing; Niu, Xin; Hu, Bin; Wang, Yang; Li, Xiaolin","Exosomes Secreted by Human-Induced Pluripotent Stem Cell-Derived Mesenchymal Stem Cells Repair Critical-Sized Bone Defects through Enhanced Angiogenesis and Osteogenesis in Osteoporotic Rats","International Journal of Biological Sciences","","1449-2288","10.7150/ijbs.14809","","Bone defects caused by trauma, severe infection, tumor resection and skeletal abnormalities are common osteoporotic conditions and major challenges in orthopedic surgery, and there is still no effective solution to this problem. Consequently, new treatments are needed to develop regeneration procedures without side effects. Exosomes secreted by mesenchymal stem cells (MSCs) derived from human induced pluripotent stem cells (hiPSCs, hiPSC-MSC-Exos) incorporate the advantages of both MSCs and iPSCs with no immunogenicity. However, there are no reports on the application of hiPSC-MSC-Exos to enhance angiogenesis and osteogenesis under osteoporotic conditions. HiPSC-MSC-Exos were isolated and identified before use. The effect of hiPSC-MSC-Exos on the proliferation and osteogenic differentiation of bone marrow MSCs derived from ovariectomized (OVX) rats (rBMSCs-OVX) in vitro were investigated. In vivo, hiPSC-MSC-Exos were implanted into critical size bone defects in ovariectomized rats, and bone regeneration and angiogenesis were examined by microcomputed tomography (micro-CT), sequential fluorescent labeling analysis, microfil perfusion and histological and immunohistochemical analysis. The results in vitro showed that hiPSC-MSC-Exos enhanced cell proliferation and alkaline phosphatase (ALP) activity, and up-regulated mRNA and protein expression of osteoblast-related genes in rBMSCs-OVX. In vivo experiments revealed that hiPSC-MSC-Exos dramatically stimulated bone regeneration and angiogenesis in critical-sized calvarial defects in ovariectomized rats. The effect of hiPSC-MSC-Exos increased with increasing concentration. In this study, we showed that hiPSC-MSC-Exos effectively stimulate the proliferation and osteogenic differentiation of rBMSCs-OVX, with the effect increasing with increasing exosome concentration. Further analysis demonstrated that the application of hiPSC-MSC-Exos+β-TCP scaffolds promoted bone regeneration in critical-sized calvarial defects by enhancing angiogenesis and osteogenesis in an ovariectomized rat model.","2016","2024-01-26 18:45:05","2024-01-26 18:45:05","","836-849","","7","12","","Int J Biol Sci","","","","","","","","eng","","","","","PubMed","","PMID: 27313497 PMCID: PMC4910602","","C:\Users\trent\Zotero\storage\UMFQI9AW\Qi et al. - 2016 - Exosomes Secreted by Human-Induced Pluripotent Ste.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/27313497","","angiogenesis.; Animals; Blotting, Western; Cell Differentiation; Cell Proliferation; Cells, Cultured; Exosomes; Female; hiPSC-MSC-Exos; Humans; Immunohistochemistry; Induced Pluripotent Stem Cells; Mesenchymal Stem Cells; Neovascularization, Physiologic; osteogenesis; Osteogenesis; Osteoporosis; osteoporotic bone defects; Rats; Rats, Sprague-Dawley; Real-Time Polymerase Chain Reaction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LE9KJ9X5","journalArticle","2023","Guo, Qiaoyue; Chen, Ningrong; Qian, Cheng; Qi, Cheng; Noller, Kathleen; Wan, Mei; Liu, Xiaonan; Zhang, Weixin; Cahan, Patrick; Cao, Xu","Sympathetic Innervation Regulates Osteocyte-Mediated Cortical Bone Resorption during Lactation","Advanced Science (Weinheim, Baden-Wurttemberg, Germany)","","2198-3844","10.1002/advs.202207602","","Bone undergoes constant remodeling by osteoclast bone resorption coupled with osteoblast bone formation at the bone surface. A third major cell type in the bone is osteocytes, which are embedded in the matrix, are well-connected to the lacunar network, and are believed to act as mechanical sensors. Here, it is reported that sympathetic innervation directly regulates lacunar osteocyte-mediated bone resorption inside cortical bone. It is found that sympathetic activity is elevated in different mouse models of bone loss, including lactation, ovariectomy, and glucocorticoid treatment. Further, during lactation elevated sympathetic outflow induces netrin-1 expression by osteocytes to further promote sympathetic nerve sprouting in the cortical bone endosteum in a feed-forward loop. Depletion of tyrosine hydroxylase-positive (TH+ ) sympathetic nerves ameliorated osteocyte-mediated perilacunar bone resorption in lactating mice. Moreover, norepinephrine activates β-adrenergic receptor 2 (Adrb2) signaling to promote secretion of extracellular vesicles (EVs) containing bone-degrading enzymes for perilacunar bone resorption and inhibit osteoblast differentiation. Importantly, osteocyte-specific deletion of Adrb2 or treatment with a β-blocker results in lower bone resorption in lactating mice. Together, these findings show that the sympathetic nervous system promotes osteocyte-driven bone loss during lactation, likely as an adaptive response to the increased energy and mineral demands of the nursing mother.","2023-06","2024-01-26 18:45:05","2024-01-26 18:45:05","","e2207602","","18","10","","Adv Sci (Weinh)","","","","","","","","eng","","","","","PubMed","","PMID: 37186379 PMCID: PMC10288263","","C:\Users\trent\Zotero\storage\T5UYXVNH\Guo et al. - 2023 - Sympathetic Innervation Regulates Osteocyte-Mediat.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/37186379","","Animals; Bone and Bones; Bone Diseases, Metabolic; Bone Resorption; Cortical Bone; cortical bone remodeling; Female; lactation; Lactation; Mice; osteocytes; Osteocytes; osteocytic bone resorption; sympathetic nerves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4RHRUFA","journalArticle","2023","Yang, Zhujun; Li, Xuejian; Gan, Xueqi; Wei, Mengying; Wang, Chunbao; Yang, Guodong; Zhao, Yimin; Zhu, Zhuoli; Wang, Zhongshan","Hydrogel armed with Bmp2 mRNA-enriched exosomes enhances bone regeneration","Journal of Nanobiotechnology","","1477-3155","10.1186/s12951-023-01871-w","","BACKGROUND: Sustained release of bioactive BMP2 (bone morphogenetic protein-2) is important for bone regeneration, while the intrinsic short half-life of BMP2 at protein level cannot meet the clinical need. In this study, we aimed to design Bmp2 mRNA-enriched engineered exosomes, which were then loaded into specific hydrogel to achieve sustained release for more efficient and safe bone regeneration. RESULTS: Bmp2 mRNA was enriched into exosomes by selective inhibition of translation in donor cells, in which NoBody (non-annotated P-body dissociating polypeptide, a protein that inhibits mRNA translation) and modified engineered BMP2 plasmids were co-transfected. The derived exosomes were named ExoBMP2+NoBody. In vitro experiments confirmed that ExoBMP2+NoBody had higher abundance of Bmp2 mRNA and thus stronger osteogenic induction capacity. When loaded into GelMA hydrogel via ally-L-glycine modified CP05 linker, the exosomes could be slowly released and thus ensure prolonged effect of BMP2 when endocytosed by the recipient cells. In the in vivo calvarial defect model, ExoBMP2+NoBody-loaded GelMA displayed great capacity in promoting bone regeneration. CONCLUSIONS: Together, the proposed ExoBMP2+NoBody-loaded GelMA can provide an efficient and innovative strategy for bone regeneration.","2023-04-05","2024-01-26 18:45:05","2024-01-26 18:45:05","","119","","1","21","","J Nanobiotechnology","","","","","","","","eng","","","","","PubMed","","PMID: 37020301 PMCID: PMC10075167","","C:\Users\trent\Zotero\storage\D4L9QWKM\Yang et al. - 2023 - Hydrogel armed with Bmp2 mRNA-enriched exosomes en.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/37020301","","Bmp2 mRNA; Bone Morphogenetic Protein 2; Bone Regeneration; CP05; Delayed-Action Preparations; Engineered exosome; Exosomes; Gene therapy; Hydrogel; Hydrogels; Osteogenesis; RNA, Messenger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GSDW57K7","journalArticle","2023","Zhu, Qinghai; Tang, Yuting; Zhou, Tian; Yang, Li; Zhang, Gao; Meng, Ying; Zhang, Huixin; Gao, Jun; Wang, Chenxing; Su, Yu-Xiong; Ye, Jinhai","Exosomes derived from mesenchymal stromal cells promote bone regeneration by delivering miR-182-5p-inhibitor","Pharmacological Research","","1096-1186","10.1016/j.phrs.2023.106798","","Exosomes, small extracellular vesicles that function as a key regulator of cell-to-cell communication, are emerging as a promising candidate for bone regeneration. Here, we aimed to investigate the effect of exosomes from pre-differentiated human alveolar bone-derived bone marrow mesenchymal stromal cells (AB-BMSCs) carrying specific microRNAs on bone regeneration. Exosomes secreted from AB-BMSCs pre-differentiated for 0 and 7 days were cocultured with BMSCs in vitro to investigate their effect on the differentiation of the BMSCs. MiRNAs from AB-BMSCs at different stages of osteogenic differentiation were analyzed. BMSCs seeded on poly-L-lactic acid(PLLA) scaffolds were treated with miRNA antagonist-decorated exosomes to verify their effect on new bone regeneration. Exosomes pre-differentiated for 7 days effectively promoted the differentiation of BMSCs. Bioinformatic analysis revealed that miRNAs within the exosomes were differentially expressed, including the upregulation of osteogenic miRNAs (miR-3182, miR-1468) and downregulation of anti-osteogenic miRNAs (miR-182-5p, miR-335-3p, miR-382-5p), causing activation of the PI3K/Akt signaling pathway. The treatment of BMSC-seeded scaffolds with anti-miR-182-5p decorated exosomes demonstrated enhanced osteogenic differentiation and efficient formation of new bone. In conclusion, Osteogenic exosomes secreted from pre-differentiated AB-BMSCs were identified and the gene modification of exosomes provides great potential as a bone regeneration strategy. DATA AVAILABILITY STATEMENT: Data generated or analyzed in this paper partly are available in the GEO public data repository(http://www.ncbi.nlm.nih.gov/geo).","2023-06","2024-01-26 18:45:05","2024-01-26 18:45:05","","106798","","","192","","Pharmacol Res","","","","","","","","eng","","","","","PubMed","","PMID: 37211240","","","http://www.ncbi.nlm.nih.gov/pubmed/37211240","","BMSC; Bone regeneration; Bone Regeneration; Cell Differentiation; Exosomes; Humans; Mesenchymal Stem Cells; MicroRNAs; MiRNA; Osteogenesis; Phosphatidylinositol 3-Kinases; Scaffold; Tissue engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3R36S7A","journalArticle","2023","Liu, Shencai; Liu, Weilu; Yang, Qinfeng; Yang, Sheng; Yang, Yusheng; Fan, Lei; Zhang, Yili; Qi, Baoyu; Shi, Zhanjun; Wei, Xu; Zhu, Liguo; Li, Tao","Non-Coding-RNA-Activated Core/Chitosan Shell Nanounits Coated with Polyetheretherketone for Promoting Bone Regeneration and Osseointegration via Osteoimmunology","ACS applied materials & interfaces","","1944-8252","10.1021/acsami.2c19186","","Bone implant outcome and bone regeneration properties can be improved by the immunomodulation of exosomes (Exos) derived from bone marrow mesenchymal stem cells (BMSCs), which contain cytokines, signaling lipids, and regulatory miRNAs. Analysis of miRNAs in BMSCs-derived exosomes showed that miR-21a-5p exhibited the highest expression and was associated with the NF-κB pathway. Hence, we developed an implant with miR-21a-5p functionality to promote bone incorporation by immunoregulation. Mediated by the potent interaction between tannic acid (TA) and biomacromolecules, the tannic acid modified mesoporous bioactive glass nanoparticles coated with miR-21a-5p (miR-21a-5p@T-MBGNs) were reversibly attached to TA-modified polyetheretherketone (T-PEEK). Cocultured cells could phagocytose miR-21a-5p@T-MBGNs slowly released from miR-21a-5p@T-MBGNs loaded T-PEEK (miMT-PEEK). Moreover, miMT-PEEK boosted macrophage M2 polarization via the NF-κB pathway to increase BMSCs osteogenic differentiation. In vivo testing of miMT-PEEK in the rat air-pouch model and rat femoral drilling model indicated effective macrophage M2 polarization, new bone formation, and excellent osseointegration. Overall, the osteoimmunomodulation of the miR-21a-5p@T-MBGNs-functionalized implant promoted osteogenesis and osseointegration.","2023-03-15","2024-01-26 18:45:05","2024-01-26 18:45:05","","12653-12668","","10","15","","ACS Appl Mater Interfaces","","","","","","","","eng","","","","","PubMed","","PMID: 36868875","","","http://www.ncbi.nlm.nih.gov/pubmed/36868875","","Animals; Bone Regeneration; Chitosan; Ketones; macrophages polarization; MicroRNAs; miRNA; NF-kappa B; osseointegration; Osseointegration; Osteogenesis; osteoimmunology; polyetheretherketone; Polyethylene Glycols; Rats","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IY8FUXU5","journalArticle","2023","Han, Shuang; Yang, Hongye; Ni, Xiaoqi; Deng, Yunfan; Li, Zubing; Xing, Xin; Du, Minquan","Programmed release of vascular endothelial growth factor and exosome from injectable chitosan nanofibrous microsphere-based PLGA-PEG-PLGA hydrogel for enhanced bone regeneration","International Journal of Biological Macromolecules","","1879-0003","10.1016/j.ijbiomac.2023.126721","","The healing of large bone defects remains a significant challenge in clinical practice. Accelerating both angiogenesis and osteogenesis can promote effective bone healing. In the natural healing process, angiogenesis precedes osteogenesis, providing a blood supply that supports the subsequent progression of osteogenesis. Developing a biomimetic scaffold that mimics the in vivo environment and promotes the proper sequence of vascularization followed by ossification is crucial for successful bone regeneration. In this study, a novel injectable dual-drug programmed releasing chitosan nanofibrous microsphere-based poly(D, l-lactide-co-glycolide)-b-poly(ethylene glycol)-b-poly(D,l-lactide-co-glycolide) (PLGA-PEG-PLGA) hydrogel is fabricated by incorporating vascular endothelial growth factor (VEGF) and microspheres loaded with dental pulp stem cells-derived exosomes (DPSCs-Exo). Rapid release of VEGF promotes the swift initiation of angiogenesis, while DPSCs-Exo release ensures persistent osteogenesis. Our results demonstrate that chitosan microsphere-based PLGA-PEG-PLGA hydrogel significantly promotes angiogenesis in human umbilical vascular endothelial cells and enhances the osteogenic differentiation of pre-osteoblasts. Furthermore, in vivo transplantation of this injectable chitosan microsphere-based PLGA-PEG-PLGA hydrogel into calvarial bone defects markedly promotes bone formation. Overall, our study provides a promising approach for improving bone regeneration by temporally replicating the behavior of angiogenesis and osteogenesis.","2023-12-31","2024-01-26 18:45:05","2024-01-26 18:45:05","","126721","","Pt 1","253","","Int J Biol Macromol","","","","","","","","eng","","","","","PubMed","","PMID: 37673168","","","http://www.ncbi.nlm.nih.gov/pubmed/37673168","","Biocompatible Materials; Bone regeneration; Bone Regeneration; Chitosan; Endothelial Cells; Exosome; Exosomes; Humans; Hydrogels; Microspheres; Nanofibers; Osteogenesis; Sequential delivery; Vascular Endothelial Growth Factor A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJKVBTYQ","journalArticle","2023","Zhan, Weiqiang; Deng, Mingzhu; Huang, Xinqia; Xie, Dong; Gao, Xiang; Chen, Jiaxian; Shi, Zhen; Lu, Jiaxu; Lin, Hao; Li, Peng","Pueraria lobata-derived exosome-like nanovesicles alleviate osteoporosis by enhacning autophagy","Journal of Controlled Release: Official Journal of the Controlled Release Society","","1873-4995","10.1016/j.jconrel.2023.11.020","","Osteoporosis (OP) is the most common bone disorder worldwide, especially in postmenopausal women. However, many OP drugs are not suitable for long term use due to major adverse effects. Therefore, there is an urgent need to identify more effective and safe therapeutic drugs. Pueraria lobata has been reported to promote osteoblast growth in bone regeneration, but the exact mechanisms still need further exploration. The current study found that Pueraria lobata-derived exosome-like nanovesicles (PELNs) promoting primary human bone mesenchymal stem cells (hBMSCs) differentiation and mineralization both in vitro and in ovariectomized (OVX)-induced osteoporotic rats. Interestingly, the relative abundance of harmful strains significantly decreased in the intestine of the osteoporosis SD rat model administrated PELNs via the regulation of trimethylamine-N-oxide (TMAO), a metabolite of gut microbiota. Moreover, RNA sequencing revealed that the osteogenic activity of PELNs is revealed to autophagy signaling. In vitro and in vivo experiments also showed that the treatment with PELNs promoted the differentiation and function of hBMSCs by elevating autophagy via the degradation of TMAO. Collectively, PELNs demonstrate promise as a therapeutic approach for OP, with TMAO emerging as a potential target of OP treatment.","2023-12","2024-01-26 18:45:05","2024-01-26 18:45:05","","644-653","","","364","","J Control Release","","","","","","","","eng","","","","","PubMed","","PMID: 37967723","","","http://www.ncbi.nlm.nih.gov/pubmed/37967723","","Animals; Autophagy; Cell Differentiation; Cells, Cultured; Exosomes; Female; Gut microbiota; Humans; Osteogenesis; Osteoporosis; Pueraria; Pueraria lobata-derived exosome-like nanovesicles; Rats; Rats, Sprague-Dawley; TMAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQJLQ54I","journalArticle","2022","Li, Rui; Li, Dize; Wang, Huanan; Chen, Kaiwen; Wang, Si; Xu, Jie; Ji, Ping","Exosomes from adipose-derived stem cells regulate M1/M2 macrophage phenotypic polarization to promote bone healing via miR-451a/MIF","Stem Cell Research & Therapy","","1757-6512","10.1186/s13287-022-02823-1","","OBJECTIVES: Bone defects caused by diseases and trauma are usually accompanied by inflammation, and the implantation of biomaterials as a common repair method has also been found to cause inflammatory reactions, which affect bone metabolism and new bone formation. This study investigated whether exosomes from adipose-derived stem cells (ADSC-Exos) plays an immunomodulatory role in traumatic bone defects and elucidated the underlying mechanisms. METHODS: ADSC-Exos were loaded by a biomaterial named gelatine nanoparticles (GNPs), physical and chemical properties were analysed by zeta potential, surface topography and rheology. A rat model of skull defect was used for our in vivo studies, and micro-CT and histological staining were used to analyse histological changes in the bone defect area. RT-qPCR and western blotting were performed to verify that ADSC-Exos could regulate M1/M2 macrophage polarization. MicroRNA (miRNA) array analysis was conducted to determine the miRNA expression profiles of ADSC-Exos. After macrophages were treated with a miR-451a mimic, miR-451a inhibitor and ISO-1, the relative expression of genes and proteins was measured by RT-qPCR and western blotting. RESULTS: In vivo, micro-CT and histological staining showed that exosome-loaded GNPs (GNP-Exos) hydrogel, with good biocompatibility and strong mechanical adaptability, exhibited immunomodulatory effect mainly by regulating macrophage immunity and promoting bone tissue healing. Immunofluorescence further indicated that ADSC-Exos reduced M1 marker (iNOS) expression and increased M2 marker (CD206) expression. Moreover, in vitro studies, western blotting and RT-qPCR showed that ADSC-Exos inhibited M1 macrophage marker expression and upregulated M2 macrophage marker expression. MiR-451a was enriched in ADSC-Exos and targeted macrophage migration inhibitory factor (MIF). Macrophages treated with the miR-451a mimic showed lower expression of M1 markers. In contrast, miR-451a inhibitor treatment upregulated the expression of M1 markers and downregulated the expression of M2 markers, while ISO-1 (a MIF inhibitor) treatment upregulated miR-451a expression and downregulated M1 macrophage marker expression. CONCLUSION: GNP-Exos can effectively regulate bone immune metabolism and further promote bone healing partly through immune regulation of miR-451a, which may provide a therapeutic direction for bone repair.","2022-04-08","2024-01-26 18:45:05","2024-01-26 18:45:05","","149","","1","13","","Stem Cell Res Ther","","","","","","","","eng","","","","","PubMed","","PMID: 35395782 PMCID: PMC8994256","","C:\Users\trent\Zotero\storage\2L7AJGPR\Li et al. - 2022 - Exosomes from adipose-derived stem cells regulate .pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/35395782","","Adipose-derived stem cells; Animals; Bone and Bones; Bone healing; Exosomes; Inflammation; Intramolecular Oxidoreductases; Macrophage Migration-Inhibitory Factors; Macrophages; MicroRNAs; MiRNA; Rats; Stem Cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRLIRRXA","journalArticle","2021","Jiang, Shuangpeng; Tian, Guangzhao; Yang, Zhen; Gao, Xiang; Wang, Fuxin; Li, Juntan; Tian, Zhuang; Huang, Bo; Wei, Fu; Sang, Xinyu; Shao, Liuqi; Zhou, Jian; Wang, Zhenyong; Liu, Shuyun; Sui, Xiang; Guo, Quanyi; Guo, Weimin; Li, Xu","Enhancement of acellular cartilage matrix scaffold by Wharton's jelly mesenchymal stem cell-derived exosomes to promote osteochondral regeneration","Bioactive Materials","","2452-199X","10.1016/j.bioactmat.2021.01.031","","Articular cartilage defect repair is a problem that has long plagued clinicians. Although mesenchymal stem cells (MSCs) have the potential to regenerate articular cartilage, they also have many limitations. Recent studies have found that MSC-derived exosomes (MSC-Exos) play an important role in tissue regeneration. The purpose of this study was to verify whether MSC-Exos can enhance the reparative effect of the acellular cartilage extracellular matrix (ACECM) scaffold and to explore the underlying mechanism. The results of in vitro experiments show that human umbilical cord Wharton's jelly MSC-Exos (hWJMSC-Exos) can promote the migration and proliferation of bone marrow-derived MSCs (BMSCs) and the proliferation of chondrocytes. We also found that hWJMSC-Exos can promote the polarization of macrophages toward the M2 phenotype. The results of a rabbit knee osteochondral defect repair model confirmed that hWJMSC-Exos can enhance the effect of the ACECM scaffold and promote osteochondral regeneration. We demonstrated that hWJMSC-Exos can regulate the microenvironment of the articular cavity using a rat knee joint osteochondral defect model. This effect was mainly manifested in promoting the polarization of macrophages toward the M2 phenotype and inhibiting the inflammatory response, which may be a promoting factor for osteochondral regeneration. In addition, microRNA (miRNA) sequencing confirmed that hWJMSC-Exos contain many miRNAs that can promote the regeneration of hyaline cartilage. We further clarified the role of hWJMSC-Exos in osteochondral regeneration through target gene prediction and pathway enrichment analysis. In summary, this study confirms that hWJMSC-Exos can enhance the effect of the ACECM scaffold and promote osteochondral regeneration.","2021-09","2024-01-26 18:45:05","2024-01-26 18:45:05","","2711-2728","","9","6","","Bioact Mater","","","","","","","","eng","","","","","PubMed","","PMID: 33665503 PMCID: PMC7895679","","C:\Users\trent\Zotero\storage\GLBRUCIZ\Jiang et al. - 2021 - Enhancement of acellular cartilage matrix scaffold.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/33665503","","Articular cartilage; Exosomes; Mesenchymal stem cells; Regeneration; Tissue engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YV7ZZ8NM","journalArticle","2023","Fu, Yu; Cui, Shengjie; Zhou, Yanheng; Qiu, Lixin","Dental Pulp Stem Cell-Derived Exosomes Alleviate Mice Knee Osteoarthritis by Inhibiting TRPV4-Mediated Osteoclast Activation","International Journal of Molecular Sciences","","1422-0067","10.3390/ijms24054926","","Osteoarthritis (OA) is a degenerative disease that causes chronic pain and joint swelling and even disables millions of patients. However, current non-surgical treatment for OA can only relieve pain without obvious cartilage and subchondral bone repair. Mesenchymal stem cell (MSC)-secreted exosomes have promising therapeutic effects on knee OA, but the efficacy of MSC-exosome therapy is not well determined, and the mechanisms involved are still unclear. In this study, we isolated dental pulp stem cell (DPSC)-derived exosomes by ultracentrifugation and determined the therapeutic effects of a single intra-articular injection of DPSC-derived exosomes in a mice knee OA model. The results showed that the DPSC-derived exosomes effectively improved abnormal subchondral bone remodeling, inhibited the occurrence of bone sclerosis and osteophytes, and alleviated cartilage degradation and synovial inflammation in vivo. Moreover, transient receptor potential vanilloid 4 (TRPV4) was activated during the progression of OA. Enhanced TRPV4 activation facilitated osteoclast differentiation, and TRPV4 inhibition blocked this process in vitro. DPSC-derived exosomes repressed osteoclast activation in vivo by inhibiting TRPV4 activation. Our findings demonstrated that a topical, single injection of DPSC-derived exosomes is a potential strategy for knee OA treatment, and that the exosomes regulated osteoclast activation by TRPV4 inhibition, which may act as a promising target for clinical OA treatment.","2023-03-03","2024-01-26 18:45:05","2024-01-26 18:45:05","","4926","","5","24","","Int J Mol Sci","","","","","","","","eng","","","","","PubMed","","PMID: 36902356 PMCID: PMC10003468","","C:\Users\trent\Zotero\storage\NI3FNMNF\Fu et al. - 2023 - Dental Pulp Stem Cell-Derived Exosomes Alleviate M.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/36902356","","Animals; Cartilage, Articular; Chondrocytes; Dental Pulp; Disease Models, Animal; exosome; Exosomes; Mice; osteoarthritis; Osteoarthritis, Knee; osteoclast; Osteoclasts; Stem Cells; TRPV Cation Channels; TRPV4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"847EP7FI","journalArticle","2023","Yang, Yang; Zheng, Weihan; Tan, Wei; Wu, Xiaoqi; Dai, Zhenning; Li, Ziyue; Yan, Zi; Ji, Yuelun; Wang, Yilin; Su, Weiwei; Zhong, Shu; Li, Yanbing; Sun, Yongjian; Li, Shiyu; Huang, Wenhua","Injectable MMP1-sensitive microspheres with spatiotemporally controlled exosome release promote neovascularized bone healing","Acta Biomaterialia","","1878-7568","10.1016/j.actbio.2022.11.065","","Bone marrow mesenchymal stromal cell-derived exosomes (BMSC-Exos) can recruit stem cells for bone repair, with neovessels serving as the main migratory channel for stem cells to the injury site. However, existing exosome (Exo) delivery strategies cannot reach the angiogenesis phase following bone injury. To that end, an enzyme-sensitive Exo delivery material that responds to neovessel formation during the angiogenesis phase was designed in the present study to achieve spatiotemporally controlled Exo release. Herein, matrix metalloproteinase-1 (MMP1) was found to be highly expressed in neovascularized bone; as a result, we proposed an injectable MMP1-sensitive hydrogel microspheres (KGE) made using a microfluidic chip prepared by mixing self-assembling peptide (KLDL-MMP1), GelMA, and BMSC-Exos. The results revealed that KGE microspheres had a uniform diameter of 50-70 µm, ideal for minimally invasive injection and could release exosomes in response to MMP1 expression. In vitro experiments demonstrated that KGE had less cytotoxicity and could promote the migration and osteodifferentiation of BMSCs. Furthermore, in vivo experiments confirmed that KGE could promote bone repair during angiogenesis by recruiting CD90+ stem cells via neovessels. Collectively, our results suggest that injectable enzyme-responsive KGE microspheres could be a promising Exo-secreting material for accelerating neovascularized bone healing. STATEMENT OF SIGNIFICANCE: Exosomes can spread through blood vessels and activate stem cells to participate in bone repair, but under normal circumstances, exosomes lacking sustained-release delivery materials cannot be maintained until the angiogenesis phase. In this study, we found that MMP1 was highly expressed in neovascularized bone, then we proposed an MMP1-sensitive injectable microsphere that carries exosomes and responds temporally and spatially to neovascularization, which maximizes the ability of exosomes to recruit stem cells. Different from previous strategies that focus on promoting angiogenesis to accelerate bone healing, this is a brand new delivery strategy that is stimuli-responsive to neovessel formation. In addition, the preparation of self-assembled peptide microspheres by a microfluidic chip is also proposed for the first time.","2023-02","2024-01-26 18:45:05","2024-01-26 18:45:05","","321-336","","","157","","Acta Biomater","","","","","","","","eng","","","","","PubMed","","PMID: 36481504","","","http://www.ncbi.nlm.nih.gov/pubmed/36481504","","Exosome; Exosomes; Injectable microsphere; Matrix Metalloproteinase 1; Mesenchymal Stem Cells; Microfluidic chip; Microspheres; MMP1; Neovascularized bone healing; Self-assembling peptide; Spatiotemporally controlled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
